objID,ra,dec,run,rerun,camcol,field,type,u0,g0,r0,i0,z0,Redshift
1237657069546045547,21.8447495675821,-0.865857136644186,2700,301,1,11,GALAXY,18.86256,17.33891,16.64217,16.31264,16.07561,0.0184128
1237657069546111033,21.8981927843691,-0.988709134713068,2700,301,1,12,GALAXY,18.29914,16.68348,15.98655,15.6388,15.40237,0.01685611
1237657069546504369,22.8665815164567,-0.934214028525471,2700,301,1,18,GALAXY,18.81321,17.35208,16.67263,16.35828,16.15424,0.01792708
1237657069546831989,23.5315245012066,-1.0483782385869,2700,301,1,23,GALAXY,18.78121,17.25762,16.62786,16.30831,16.11285,0.01610398
1237668314309918729,209.347504574464,15.4592645359507,5318,301,2,51,GALAXY,18.71203,17.2207,16.62819,16.34444,16.15074,0.01789381
1237655108918509718,201.827361192606,59.5028615347553,2243,301,5,393,GALAXY,17.47762,16.11477,15.25686,14.84134,14.498,0.01641387
1237658203430125726,159.424630839314,46.0424894218806,2964,301,1,205,GALAXY,17.62376,16.01339,15.33927,14.94912,14.86444,0.01779271
1237658203962409162,145.861543875973,42.1867918510673,2964,301,2,135,GALAXY,17.55432,16.12366,15.39678,15.0248,14.67354,0.01754779
1237661972269891724,209.467586361387,7.41349676739421,3841,301,5,296,GALAXY,17.33589,15.85116,15.04671,14.69007,14.42687,0.01560619
1237679253052784751,15.9784243081611,-5.93876435873774,7865,301,1,21,GALAXY,18.34095,16.75776,16.00971,15.61817,15.33232,0.01853699
1237679253595619454,29.6268948239164,-5.11111068224474,7865,301,2,112,GALAXY,18.27997,16.99554,16.08849,15.63137,15.27597,0.01629027
1237648720676061449,139.395553411012,-0.582660058077055,756,301,2,157,GALAXY,17.62009,15.90034,15.17048,14.81793,14.51153,0.01677898
1237659161202655521,243.725964762945,37.6038474863615,3187,301,1,126,GALAXY,17.87391,16.54261,15.8991,15.58695,15.30428,0.01620088
1237663783130562587,15.8079010671602,-0.71237171264669,4263,301,2,221,GALAXY,17.99212,16.34031,15.60665,15.22616,15.0822,0.0169473
1237663783130759380,16.2794044466845,-0.819472507524618,4263,301,2,224,GALAXY,19.26171,17.75154,17.06179,16.73709,16.48266,0.01773771
1237663783132987505,21.3428108394853,-0.644177558826371,4263,301,2,258,GALAXY,18.78348,17.28934,16.62318,16.2783,16.06879,0.01778691
1237663783133577457,22.710397180576,-0.749769400471302,4263,301,2,267,GALAXY,19.5396,17.92066,17.26476,16.97757,16.82464,0.01718708
1237667551415500929,156.434732057885,23.0414445013752,5140,301,5,38,GALAXY,17.44182,16.14195,15.48716,15.16904,14.93404,0.01792965
1237653009194614868,317.97942688278,11.3793946249178,1754,301,6,61,GALAXY,18.21062,16.41603,15.63744,15.21526,14.87124,0.01770023
1237666407378255975,21.9032253381648,-0.54618598012864,4874,301,2,567,GALAXY,18.26427,16.80517,16.13928,15.82755,15.59373,0.01863483
1237666407378714752,22.8599265684491,-0.454117569829655,4874,301,2,574,GALAXY,17.68737,16.0606,15.35511,15.0089,14.74899,0.01843679
1237678617410535616,343.268652103461,1.14446705956261,7717,301,1,218,GALAXY,17.38617,15.89548,15.23969,14.93436,14.70529,0.01542856
1237678617426788550,20.4387264929441,1.26506546652467,7717,301,1,466,GALAXY,19.3045,17.86914,17.173,16.85279,16.68731,0.01783181
1237678617426985167,20.8723772393906,1.21798736376983,7717,301,1,469,GALAXY,18.65925,17.27949,16.49138,16.1338,15.89323,0.01766607
1237657191981187126,5.1074279304392,0.826360837345114,2728,301,5,447,GALAXY,17.87573,16.68683,15.93769,15.5768,15.23002,0.01692081
1237658802039423085,190.755568096969,54.8960054157421,3103,301,4,178,GALAXY,18.00931,16.56632,15.89612,15.55086,15.27022,0.01614578
1237658802039554230,191.23630225642,54.9025352596297,3103,301,4,180,GALAXY,17.44851,15.877,15.23022,14.90596,14.67764,0.01652333
1237661873487610053,216.876975449527,40.9637941862347,3818,301,5,326,GALAXY,17.84378,16.31554,15.57714,15.11983,14.78141,0.01830162
1237661874024874020,218.167653839665,40.9542032819485,3818,301,6,332,GALAXY,17.88264,16.24352,15.52172,15.17073,14.90591,0.01808808
1237663547438924118,123.781775097167,52.5777218014595,4208,301,3,140,GALAXY,19.52587,17.91944,17.24348,16.93674,16.71472,0.01853173
1237663549056286868,142.04767052956,64.9344298821798,4208,301,6,243,GALAXY,17.53191,15.79521,15.20243,14.91452,14.6511,0.01735157
1237663716016717961,5.44087419243988,0.557591405446432,4247,301,5,145,GALAXY,18.90912,17.34648,16.66158,16.32671,16.06965,0.01779088
1237665566618484828,241.143166317361,14.9310904579458,4678,301,4,263,GALAXY,19.161,17.31037,16.64975,16.28763,16.0924,0.01567089
1237665567145721987,219.052027891838,21.8638312832316,4678,301,5,116,GALAXY,17.0064,15.71366,15.03891,14.69536,14.42911,0.01770529
1237665567154569517,239.464961635844,15.8443893033933,4678,301,5,251,GALAXY,19.2784,17.58667,16.97889,16.67718,16.47801,0.01557942
1237665567155421590,241.32709476349,15.166318212184,4678,301,5,264,GALAXY,17.84159,16.14821,15.40038,15.03612,14.77983,0.0160129
1237668625704485109,203.488914638031,17.7139851580605,5390,301,6,195,GALAXY,18.40149,16.40853,15.6954,15.37373,15.20814,0.01583675
1237655347818397807,238.881327997839,47.6773441029718,2299,301,2,276,GALAXY,19.19432,17.56355,16.88298,16.56264,16.34359,0.01832484
1237658206122999911,188.039684855039,51.0390880230917,2964,301,6,335,GALAXY,18.35582,16.42134,15.74729,15.37432,15.04962,0.0179892
1237658206123982879,191.670630807259,51.0393368743691,2964,301,6,350,GALAXY,17.41429,15.94927,15.14934,14.76463,14.41527,0.01577906
1237661416596046002,189.79227691831,56.6712915171484,3712,301,2,106,GALAXY,17.50876,16.00715,15.26746,14.88897,14.58911,0.01574884
1237668332574343543,242.066972480706,10.1086772204444,5322,301,4,216,GALAXY,18.13573,16.62977,15.9779,15.64412,15.38426,0.01571612
1237668336860725798,241.110248291015,14.7570620566036,5323,301,4,85,GALAXY,17.86869,16.31525,15.54165,15.1548,14.83125,0.01737614
1237668336860791015,241.110527477617,14.7221764556053,5323,301,4,86,GALAXY,19.08278,17.4703,16.76042,16.42944,16.18328,0.0155356
1237648722833178812,161.344744158962,1.12438795329666,756,301,6,304,GALAXY,17.64629,16.37695,15.78589,15.47476,15.13671,0.01640346
1237658203986657414,223.636446419247,42.3854425487333,2964,301,2,505,GALAXY,17.84023,16.11442,15.37555,15.01275,14.73466,0.01845371
1237658204499411196,145.997067375255,42.6328671500725,2964,301,3,137,GALAXY,17.92891,16.46726,15.75726,15.38693,15.09273,0.01838154
1237663917339771056,119.237397885005,52.6669289963886,4294,301,4,91,GALAXY,17.49501,15.84281,15.121,14.75446,14.4969,0.01860435
1237665570364588084,243.940079335509,54.6712077112605,4679,301,3,80,GALAXY,19.10558,17.5282,16.80924,16.46133,16.29132,0.01723362
1237659132214378734,233.06624495546,43.6293426377169,3180,301,3,168,GALAXY,18.09357,16.62018,15.92247,15.57469,15.31425,0.01834725
1237659132751118572,232.941328774598,44.1081202746765,3180,301,4,166,GALAXY,18.93712,17.51566,16.89122,16.58273,16.41681,0.01844991
1237659132751577349,234.027937469254,43.407286032653,3180,301,4,173,GALAXY,18.89029,17.34746,16.69127,16.37022,16.16939,0.01746326
1237662307799400583,213.38969611573,39.8849321866302,3919,301,6,70,GALAXY,17.23796,15.69456,15.0029,14.59951,14.28494,0.01849816
1237665329857953877,199.976475250121,31.2349606410703,4623,301,3,256,GALAXY,17.98276,16.32596,15.71479,15.40846,15.17985,0.01853696
1237665330395218003,201.139450236371,31.6715149070076,4623,301,4,262,GALAXY,17.42743,15.99276,15.43932,15.15976,14.92594,0.01566409
1237668271365750941,212.277886264617,17.4884937416382,5308,301,2,135,GALAXY,18.85438,17.29142,16.59797,16.28074,16.05898,0.01643841
1237668271365750997,212.293826550065,17.2915784957526,5308,301,2,135,GALAXY,18.47176,16.97262,16.28484,15.9254,15.67416,0.01685431
1237668271365881929,212.548238427031,17.3755915017186,5308,301,2,137,GALAXY,19.53489,18.06236,17.42027,17.11829,16.93884,0.01808589
1237668271902687395,212.441633950472,17.8187488822788,5308,301,3,136,GALAXY,19.13631,17.75756,17.07904,16.78191,16.5819,0.01822782
1237658205061447738,226.989270429516,41.9023558286958,2964,301,4,521,GALAXY,17.81273,16.40555,15.80267,15.50368,15.24656,0.01686075
1237663204918755451,10.5156620972145,0.718985659075903,4128,301,5,193,GALAXY,18.82209,17.30687,16.65643,16.35612,16.15779,0.01788323
1237663204923211833,20.6675058462428,0.721158223407073,4128,301,5,261,GALAXY,17.85183,16.16568,15.37802,14.92436,14.63218,0.01785018
1237663204923277444,20.8549045855708,0.75527460300981,4128,301,5,262,GALAXY,17.61796,16.13061,15.42671,15.07278,14.79561,0.01737017
1237664091822883129,125.315764066928,21.4478339132084,4335,301,1,92,GALAXY,17.93562,16.38447,15.69958,15.35658,15.11492,0.01653046
1237664092896035274,123.558718724131,21.4357206958117,4335,301,3,83,GALAXY,17.84873,16.30198,15.61643,15.27385,15.01895,0.01585581
1237666184023703919,336.183883892287,12.3613067672509,4822,301,2,319,GALAXY,17.25444,15.82575,15.13151,14.82246,14.48083,0.01710228
1237667443512115311,195.646561584546,27.4394408127028,5115,301,4,155,GALAXY,17.52729,15.98557,15.42966,15.14898,15.00524,0.01806066
1237667444048592912,194.721057338949,27.8134254983291,5115,301,5,149,GALAXY,18.05827,16.2947,15.53499,15.17616,14.86972,0.01842033
1237667444048658449,194.844255402196,27.8968728016878,5115,301,5,150,GALAXY,17.64028,15.93728,15.17163,14.8039,14.57256,0.01718794
1237667444048658763,194.882884254824,27.8612970267337,5115,301,5,150,GALAXY,19.18763,17.64141,16.94759,16.62559,16.38204,0.01554677
1237667444048723991,195.078230394988,27.9370369750511,5115,301,5,151,GALAXY,17.75994,16.06983,15.40729,15.07358,14.84249,0.01761597
1237667444048723996,195.01561298036,27.964705679981,5115,301,5,151,GALAXY,19.07107,17.17406,16.37218,16.01248,15.90234,0.01777885
1237667444048724291,195.077385694626,27.8155227011552,5115,301,5,151,GALAXY,18.68724,16.92014,16.20665,15.8955,15.63983,0.01788985
1237667444048724303,195.090288097237,27.8985384860965,5115,301,5,151,GALAXY,18.96588,17.29885,16.61588,16.2934,16.03347,0.01625898
1237667444049051802,195.974321567418,27.821955718637,5115,301,5,156,GALAXY,19.35182,17.8442,17.14584,16.79252,16.58377,0.01655121
1237657873794138137,146.031467002487,42.4305115680122,2887,301,3,247,GALAXY,17.49597,15.79638,15.06444,14.70155,14.42705,0.01667833
1237661354318102688,185.779159121206,58.3726172839533,3697,301,6,92,GALAXY,19.0587,17.43752,16.76999,16.42011,16.21964,0.01597787
1237661434856472633,220.640637145721,41.8293414211488,3716,301,4,210,GALAXY,18.19381,16.37386,15.58518,15.22343,14.93444,0.01826881
1237664836462248465,125.06237228458,21.0600768651032,4508,301,4,83,GALAXY,19.65339,18.02819,17.28216,16.91776,16.68334,0.01662069
1237664836462313526,125.184396187076,21.1296441758023,4508,301,4,84,GALAXY,18.88077,17.11732,16.38224,16.00738,15.71611,0.0156621
1237664836462313701,125.279217808464,21.1713295028974,4508,301,4,84,GALAXY,17.60907,16.03782,15.32837,14.97402,14.7458,0.01624269
1237664836462313734,125.143731673981,21.1054880020983,4508,301,4,84,GALAXY,18.36227,16.69796,16.00918,15.65974,15.41726,0.01686381
1237664836462510497,125.649795852438,21.464998104003,4508,301,4,87,GALAXY,19.05495,17.52608,16.88024,16.53244,16.30773,0.01590996
1237678877783556616,322.121241274119,10.0812192805471,7777,301,6,75,GALAXY,18.17419,16.64504,16.11097,15.83294,15.62134,0.01644339
1237656494577483828,1.58171045420409,14.3274397969629,2566,301,2,319,GALAXY,17.94333,16.29837,15.59103,15.24619,14.9775,0.01817357
1237656495645524125,348.094558060461,14.50630393277,2566,301,4,232,GALAXY,18.27969,16.74479,16.0957,15.7711,15.57739,0.0166204
1237656495645524138,348.098976239068,14.5468658111124,2566,301,4,232,GALAXY,17.57335,15.94521,15.23624,14.91028,14.66916,0.01576062
1237659119866282166,233.913985018929,43.4259815066658,3177,301,4,167,GALAXY,18.47954,16.93774,16.29635,15.96865,15.8001,0.01790511
1237664673255391309,202.788451146514,36.190351742394,4470,301,4,112,GALAXY,17.908,16.22368,15.45154,15.0309,14.73322,0.01850321
1237652944231072289,317.879200439242,11.1439248590898,1739,301,5,28,GALAXY,17.30346,15.61816,14.8885,14.53285,14.26303,0.01691805
1237652944767746204,317.43009972181,11.3552627435742,1739,301,6,25,GALAXY,18.04104,16.54218,15.85253,15.50315,15.28726,0.01694573
1237652944767812034,317.502196729728,11.5106326344028,1739,301,6,26,GALAXY,17.75186,15.93869,15.12362,14.69862,14.37419,0.01676523
1237652946379472993,3.05172680866659,-11.0029077859808,1740,301,1,42,GALAXY,19.54681,17.97953,17.33016,17.02989,16.87297,0.01782639
1237652946379866233,3.93194376324455,-10.8384608159303,1740,301,1,48,GALAXY,18.05919,15.93454,15.57623,15.34998,15.52216,0.01733305
1237657628432334888,120.221694060135,28.1303867627498,2830,301,2,67,GALAXY,17.11596,15.56132,14.90523,14.57708,14.33842,0.01706279
1237657628442755233,143.170697719872,43.2009935653875,2830,301,2,226,GALAXY,18.53726,17.18633,16.4459,16.0346,15.64472,0.01764259
1237660764307783796,146.549821048418,37.7715907883127,3560,301,3,257,GALAXY,18.61517,16.96866,16.25095,15.89808,15.5695,0.01727691
1237665549974765675,241.399362906375,16.5262136898586,4674,301,5,252,GALAXY,17.16514,15.69654,14.97089,14.58403,14.28305,0.01553899
1237665566081810497,241.405072175341,14.411470510763,4678,301,3,266,GALAXY,17.94046,16.40566,15.72553,15.39778,15.12651,0.01620488
1237654383050555641,134.036874856766,51.2307757994974,2074,301,5,111,GALAXY,17.56496,16.05072,15.43956,15.13085,14.88513,0.01692454
1237654383050621189,134.355501930246,51.2198088466776,2074,301,5,112,GALAXY,19.39248,17.82793,17.14086,16.82577,16.61293,0.01641683
1237654383587492024,133.760307474632,51.5987002766873,2074,301,6,112,GALAXY,18.12895,16.43498,15.72323,15.38096,15.12499,0.01739143
1237654383587557645,134.088287698453,51.6638131870796,2074,301,6,113,GALAXY,17.72261,16.18245,15.50164,15.15426,14.91603,0.01646088
1237654390562095492,113.619019010124,31.5190294177781,2076,301,3,40,GALAXY,17.72966,16.17617,15.50448,15.16939,14.92156,0.01666594
1237667255600021957,120.759651371827,15.3180397751388,5071,301,6,44,GALAXY,19.77306,17.87146,17.22751,16.87944,16.63056,0.01544406
1237671142019956753,178.046761373126,4.35652379422081,5976,301,5,218,GALAXY,17.83678,16.2274,15.54347,15.20559,14.9646,0.01768279
1237678890666557497,21.5225170275656,-1.36510915754061,7780,301,6,46,GALAXY,19.22591,17.81872,17.10841,16.74639,16.50431,0.01721429
1237657874868666511,147.801754450685,44.0093109457277,2887,301,5,259,GALAXY,18.10818,16.6713,15.85802,15.47777,15.11035,0.01571097
1237664819291685053,195.167344791242,37.3920537363194,4504,301,4,225,GALAXY,18.32616,16.8166,16.22476,15.94283,15.72408,0.01641711
1237670957326729315,28.136802214508,-8.43297584998394,5933,301,5,71,GALAXY,18.13794,16.50141,15.81932,15.47532,15.22943,0.01756251
1237670957326729337,28.1663127384933,-8.42309169866399,5933,301,5,71,GALAXY,19.58635,18.10569,17.42721,17.115,16.95037,0.01774785
1237657630578442637,116.553531146966,26.9230095496822,2830,301,6,46,GALAXY,18.63157,17.00184,16.42787,16.13716,15.96406,0.01573153
1237661070334951595,180.283462972656,15.3982369328456,3631,301,5,421,GALAXY,17.41331,15.86546,15.1934,14.84807,14.60183,0.0172285
1237661082125730090,49.5910025384393,40.154871353191,3634,301,3,110,GALAXY,17.40916,15.56316,14.77055,14.39715,14.10619,0.01694419
1237661082662863113,50.5431778834567,40.2457555544258,3634,301,4,114,GALAXY,17.11655,15.46256,14.77255,14.4324,14.17373,0.01640271
1237664295835533495,209.403204013496,38.1898546045871,4382,301,5,118,GALAXY,19.57686,18.11024,17.43624,17.10869,16.88445,0.01819112
1237667142858179048,120.418027003195,15.6447546052906,5045,301,4,60,GALAXY,17.6556,16.22935,15.58538,15.25197,15.03672,0.01655241
1237667143395312082,120.757233720516,16.3316863957123,5045,301,5,64,GALAXY,16.9998,15.69619,15.05157,14.70566,14.40149,0.01538813
1237670965918826676,131.73926116453,12.8841329652723,5935,301,5,104,GALAXY,19.26785,17.57916,17.07436,16.84307,16.72828,0.01616276
1237653653447245989,3.87516167193735,16.074931562683,1904,301,6,176,GALAXY,19.51078,17.93877,17.29078,16.97848,16.69697,0.01748954
1237653664180666637,139.925586816628,1.32582243566527,1907,301,2,115,GALAXY,18.19312,16.89525,16.2304,15.89398,15.65699,0.01649534
1237661064950972673,144.636120238154,9.52095690824378,3630,301,3,188,GALAXY,17.99921,16.5812,15.79362,15.40154,15.01782,0.01861119
1237667735594139714,213.306376373445,20.4238211345255,5183,301,4,525,GALAXY,18.33488,16.6923,16.01124,15.69721,15.54244,0.01676608
1237667735595909320,217.457056362593,19.6507476849665,5183,301,4,552,GALAXY,18.05431,16.53871,15.76736,15.38428,15.07272,0.01863411
1237648705656914132,197.332295717102,0.883703201622105,752,301,6,359,GALAXY,19.21694,17.55421,16.88091,16.56194,16.31811,0.01846604
1237652900771725507,54.397501020953,-6.49587271526759,1729,301,4,443,GALAXY,17.88815,16.33663,15.6455,15.31746,15.07188,0.01792077
1237652901293785119,20.4171496438349,-9.16416354579268,1729,301,5,217,GALAXY,18.34462,16.60718,15.95489,15.62021,15.38291,0.01841301
1237652901296930912,27.6602045044364,-8.64336362413849,1729,301,5,265,GALAXY,17.91039,16.41555,15.74055,15.41184,15.17283,0.01718991
1237652901306105973,48.6705147211469,-6.77624133261534,1729,301,5,405,GALAXY,17.27528,15.60074,14.85544,14.46988,14.22145,0.01846503
1237659327098716356,238.44857532078,47.404965636078,3225,301,6,171,GALAXY,17.8601,16.48124,15.87396,15.57784,15.35073,0.01856014
1237663542609641751,331.233082926694,-0.597622924530556,4207,301,2,179,GALAXY,18.99482,17.56519,16.94121,16.63399,16.39825,0.01588425
1237665429172519034,217.944821669146,26.2734353082579,4646,301,4,156,GALAXY,18.06679,16.50285,15.8141,15.4971,15.26014,0.01551864
1237665429175271639,224.65192709212,24.3779675702694,4646,301,4,198,GALAXY,18.04872,16.30971,15.63306,15.27062,14.91833,0.01736404
1237665440442417243,195.790981249344,28.4896063172504,4649,301,1,89,GALAXY,19.04966,17.6459,16.99097,16.67006,16.40498,0.01798145
1237665440979550284,196.526871935294,28.7017643622506,4649,301,2,93,GALAXY,18.14923,16.73044,16.14279,15.83898,15.61412,0.01854661
1237668297678586014,212.367558828384,17.6621849627709,5314,301,3,229,GALAXY,18.04238,16.33897,15.63512,15.30214,15.04072,0.0180566
1237668297678586050,212.410625847137,17.6100278130224,5314,301,3,229,GALAXY,18.93748,17.35315,16.66336,16.34954,16.12108,0.0185059
1237668297678651611,212.416540998497,17.495021386319,5314,301,3,230,GALAXY,19.12203,17.37923,16.65952,16.3378,16.08862,0.01794668
1237668298741579808,186.417262801558,20.5284696552353,5314,301,5,65,GALAXY,17.58444,15.95511,15.07316,14.73158,14.50843,0.01828936
1237661068709331117,145.254797395338,10.9450290132331,3631,301,2,192,GALAXY,18.37728,16.96119,16.28813,15.94401,15.66066,0.01851752
1237661068712476861,152.525765758858,12.0373023121113,3631,301,2,240,GALAXY,17.69291,16.12943,15.44141,15.09873,14.80799,0.018233
1237663789029130582,118.266539485505,52.7431987405974,4264,301,5,114,GALAXY,18.56844,16.90649,16.17187,15.81309,15.52966,0.01846192
1237663789029458168,118.594914533018,53.377260999044,4264,301,5,119,GALAXY,18.74104,17.20844,16.53574,16.22285,15.93775,0.01813921
1237665226774544582,201.061539755072,31.4611517816137,4599,301,3,192,GALAXY,19.22975,17.76845,17.11899,16.84379,16.64117,0.01602329
1237665226775592996,203.770362118801,31.0115723024418,4599,301,3,208,GALAXY,17.44184,16.14062,15.39924,15.0733,14.73967,0.0165599
1237667781196775896,121.035483887046,8.99228999424928,5194,301,1,46,GALAXY,18.70468,17.17431,16.46813,16.14775,15.96461,0.01545712
1237667781733384563,120.393708156923,9.30484657353764,5194,301,2,42,GALAXY,18.23366,16.68536,15.99532,15.66053,15.44674,0.01531348
1237678596462739488,320.826360201967,1.25506704242995,7712,301,2,68,GALAXY,16.98936,15.77367,15.02416,14.65446,14.27328,0.01820921
1237678596462739488,320.826360201967,1.25506704242995,7712,301,2,68,GALAXY,16.98936,15.77367,15.02416,14.65446,14.27328,0.01790388
1237674649922437276,165.638712101922,-0.291019275045744,6793,301,3,34,GALAXY,17.60887,16.04406,15.33257,14.98492,14.69447,0.01724125
1237674649922764909,166.414749693457,-0.400006942938923,6793,301,3,39,GALAXY,17.53333,16.255,15.5711,15.23154,14.87894,0.01707291
1237653650772787408,27.2605535408057,12.9275178466125,1904,301,1,327,GALAXY,17.41293,15.77642,15.04542,14.67849,14.42169,0.01737405
1237653650772852748,27.3289258883786,13.0478021517734,1904,301,1,328,GALAXY,18.49858,16.81119,16.01838,15.63326,15.35037,0.01781302
1237653650772853193,27.3471435613906,12.956090609221,1904,301,1,328,GALAXY,19.30576,17.55466,16.89879,16.56197,16.40501,0.01788499
1237653650772853247,27.3964737157663,13.008392330723,1904,301,1,328,GALAXY,19.61723,17.82983,17.17176,16.82401,16.64558,0.01821128
1237653650772918395,27.4743572919257,12.9760546069216,1904,301,1,329,GALAXY,18.55255,16.78842,16.0398,15.67993,15.42009,0.01564876
1237653651309658215,27.2213758673796,13.4239420678228,1904,301,2,327,GALAXY,18.05701,16.58755,15.86927,15.53195,15.28094,0.01554217
1237653651309723760,27.3234597217131,13.4666522368252,1904,301,2,328,GALAXY,19.07566,17.59988,16.90901,16.58331,16.3545,0.01663708
1237653651309723856,27.3346241914757,13.2985639355202,1904,301,2,328,GALAXY,19.06168,17.38751,16.74611,16.42952,16.25069,0.01705513
1237662199888871628,215.503908663353,11.3805587921257,3894,301,5,78,GALAXY,18.89551,17.41988,16.79605,16.50581,16.3152,0.01646915
1237663785276604614,12.4670802975147,0.963319265948951,4263,301,6,199,GALAXY,17.17625,15.89175,15.26813,14.83689,14.37569,0.01539002
1237663785278505085,16.8275797746077,0.934213238677723,4263,301,6,228,GALAXY,20.31159,18.1228,17.42145,17.12191,16.96991,0.01803367
1237663785278505225,16.8475941688157,0.892710390098114,4263,301,6,228,GALAXY,18.29285,16.67374,15.93177,15.54509,15.25775,0.01848736
1237663785278505260,16.8813684783679,0.889749457383286,4263,301,6,228,GALAXY,18.16087,16.52888,15.81514,15.47848,15.23514,0.0176761
1237665532785721565,214.391160124909,25.1144574241452,4670,301,5,112,GALAXY,17.73689,16.25617,15.6063,15.26444,14.99963,0.01717068
1237668272976232635,212.239244684008,18.6983372511419,5308,301,5,133,GALAXY,19.42851,17.94891,17.3446,17.04081,16.83738,0.01636966
1237651311610298469,263.82740527924,56.6972833932613,1359,301,4,84,GALAXY,16.99348,15.76308,15.10093,14.74739,14.40471,0.0156441
1237662696502657253,242.834430276575,21.242080255426,4010,301,2,203,GALAXY,18.16248,16.4984,15.66808,15.22682,14.8545,0.01598907
1237664104704639120,149.618203496752,11.3025663375478,4338,301,1,44,GALAXY,18.7613,17.25264,16.56518,16.24009,15.99824,0.01775011
1237664105240002638,146.035538367255,11.2541283147799,4338,301,2,21,GALAXY,17.88859,16.12792,15.32014,14.8907,14.5663,0.01724466
1237657775534178328,117.177473337375,26.5397688946346,2864,301,4,55,GALAXY,18.15898,16.81071,16.1739,15.8862,15.62912,0.01549638
1237665025982922920,196.416804453217,35.2457758291185,4552,301,5,163,GALAXY,18.33928,16.97384,16.33933,16.01385,15.79678,0.01585782
1237667323261157385,195.655638946037,27.1761404681539,5087,301,4,279,GALAXY,17.53884,15.75491,14.98231,14.59402,14.27896,0.01829657
