ObjectName,RA,DEC,Type,Velocity,Redshift,RedshiftFlag
RMJ011940.3+332427.3,19.91806,33.40758, GClstr ,99158,0.330757,PHOT
SDSSJ011940.03+332412.6,19.91681,33.4035, G      ,89535,0.298656,SPEC
SDSSJ012552.54+335806.2,21.46893,33.9684, QSO    ,1038949,3.46556,SPEC
2MASXJ01261176+3235403,21.549,32.59453, G      ,74414,0.24822,SPEC
2MASSJ01221425+3403043,20.55943,34.05119, G      ,44467,0.148325,SPEC
SDSSJ012741.15+330754.0,21.92147,33.13168, G      ,174923,0.58348,SPEC
SDSSJ012733.22+330034.5,21.88843,33.00959, G      ,158680,0.529301,SPEC
SDSSJ012738.62+330451.5,21.91093,33.081, G      ,169645,0.565875,SPEC
SDSSJ011935.76+331707.5,19.89902,33.28543, QSO    ,842157,2.809133,SPEC
SDSSJ012009.06+324946.0,20.03776,32.82945, G      ,179715,0.599464,SPEC
SDSSJ011939.94+332525.1,19.91643,33.42364, G      ,149451,0.498515,SPEC
SDSSJ012308.90+322437.2,20.78711,32.41036, G      ,119984,0.400223,SPEC
SDSSJ012732.38+325927.2,21.88494,32.9909, G      ,170999,0.57039,SPEC
SDSSJ012415.05+322440.6,21.06271,32.4113, *      ,-92,-0.000308,SPEC
2MASSJ01215142+3229290,20.46405,32.49122, UvS    ,-106,-0.000355,SPEC
SDSSJ012610.75+335552.0,21.54482,33.93112, G      ,169683,0.566001,SPEC
SDSSJ012447.22+340441.1,21.19677,34.07809, G      ,163389,0.545007,SPEC
SDSSJ011957.95+325343.6,19.99149,32.89547, *      ,-154,-0.000514,SPEC
SDSSJ012212.50+340319.7,20.5521,34.05548, G      ,162041,0.540509,SPEC
2MASSJ01243815+3225295,21.15889,32.42488, UvS    ,-146,-0.000487,SPEC
2MASXJ01205296+3237442,20.22062,32.629, G      ,33470,0.111644,SPEC
SDSSJ012653.02+324341.7,21.72093,32.72826, G      ,110948,0.370082,SPEC
2MASSJ01252113+3228340,21.33847,32.47575, UvS    ,-41,-0.000137,SPEC
LEDA169761,20.00708,33.65583, G      ,3844,0.012822,
SDSSJ012723.82+333659.8,21.84928,33.61664, G      ,132945,0.443456,SPEC
SDSSJ012001.20+325153.4,20.00503,32.86485, G      ,150146,0.500833,SPEC
SDSSJ012235.34+340511.0,20.64726,34.08641, G      ,105628,0.352338,SPEC
2MASSJ01221373+3226596,20.55731,32.44987, G      ,92746,0.309367,SPEC
SDSSJ012204.21+322745.7,20.51755,32.46271, QSO    ,701953,2.341462,
SDSSJ012220.09+322627.0,20.58375,32.44084, G      ,165627,0.552473,SPEC
SDSSJ012025.15+324329.7,20.10483,32.72494, QSO    ,826564,2.757119,SPEC
NGC0472,20.11954,32.70903, G      ,5312,0.017719,
SDSSJ012109.83+335645.6,20.29097,33.94601, G      ,98185,0.32751,SPEC
WHLJ012109.8+335646,20.29097,33.94601, GClstr ,98182,0.3275,SPEC
SDSSJ011935.06+332401.8,19.89611,33.4005, G      ,146844,0.48982,SPEC
2MASSJ01270784+3344024,21.7827,33.73404, G      ,100740,0.336031,SPEC
2MASSJ01224911+3224269,20.70465,32.40753, *      ,9,0.000029,SPEC
SDSSJ012617.64+323509.9,21.57351,32.58611, G      ,158286,0.527985,SPEC
SDSSJ012527.93+340221.0,21.36638,34.03918, G      ,195832,0.653225,SPEC
SDSSJ012418.57+322349.7,21.07738,32.39716, *      ,-171,-0.000572,SPEC
SDSSJ011944.78+325804.6,19.9366,32.96796, G      ,189331,0.631541,SPEC
WHLJ011944.8+325805,19.93661,32.96796, GClstr ,189289,0.6314,SPEC
2MASSJ01213548+3230075,20.39782,32.50214, *      ,-89,-0.000296,SPEC
SDSSJ012735.76+333259.1,21.89903,33.54975, QSO    ,760142,2.535559,SPEC
2MASXJ01262109+3355277,21.58796,33.92444, G      ,73770,0.246069,SPEC
SDSSJ012739.10+333102.4,21.91294,33.51734, G      ,149277,0.497936,SPEC
SDSSJ012742.68+332832.9,21.92785,33.47582, *      ,-276,-0.000921,SPEC
SDSSJ012513.71+340401.8,21.30713,34.06719, G      ,195440,0.651917,SPEC
SDSSJ012332.41+322256.3,20.88507,32.38231, G      ,120523,0.402022,SPEC
2MASSJ01260958+3357355,21.54008,33.95986, G      ,140110,0.467358,SPEC
SDSSJ012510.36+322615.1,21.2932,32.43753, QSO    ,2090364,6.972703,SPEC
SDSSJ012542.26+340132.4,21.42611,34.02569, G      ,154243,0.5145,SPEC
2MASSJ01221654+3225336,20.56924,32.42654, UvS    ,5,0.000017,SPEC
2MASSJ01222347+3225037,20.59789,32.41774, UvS    ,-21,-0.000069,SPEC
SDSSJ012318.22+322245.2,20.82595,32.37923, G      ,174061,0.580605,SPEC
SDSSJ012142.87+322833.8,20.42865,32.47606, QSO    ,514642,1.716662,SPEC
SDSSJ012035.88+335145.9,20.14954,33.86276, G      ,140518,0.468719,SPEC
SDSSJ012240.12+340647.9,20.66717,34.11331, G      ,163951,0.546881,SPEC
SDSSJ011927.83+332052.5,19.86596,33.34793, G      ,147501,0.492011,SPEC
SDSSJ012620.27+323427.4,21.58449,32.57429, G      ,181887,0.60671,SPEC
SDSSJ012000.38+334203.7,20.00158,33.70105, G      ,160041,0.533838,SPEC
SDSSJ012743.72+330106.2,21.9322,33.0184, G      ,169520,0.565457,SPEC
WHLJ012743.7+330106,21.9322,33.0184, GClstr ,169473,0.5653,SPEC
SDSSJ011955.93+334027.2,19.98305,33.67423, *      ,-74,-0.000246,SPEC
SDSSJ012718.11+334235.9,21.82546,33.70999, G      ,110675,0.369173,SPEC
2MASSJ01241466+3222491,21.0611,32.38031, *      ,-96,-0.000321,SPEC
SDSSJ012156.90+340353.7,20.4871,34.06493, G      ,164030,0.547145,SPEC
2MASSJ01274140+3259152,21.92265,32.98748, G      ,88277,0.29446,SPEC
[HLX2013]J012425.57+322307.7,21.10658,32.38548, QSO    ,569006,1.898,
SDSSJ011936.86+330000.1,19.90361,33.00004, *      ,-127,-0.000425,SPEC
SDSSJ012358.45+322221.2,20.99358,32.37257, G      ,185532,0.618868,SPEC
SDSSJ012340.64+340831.3,20.91935,34.14205, G      ,124861,0.416492,SPEC
SDSSJ012754.11+331705.9,21.97546,33.28498, G      ,151659,0.505881,SPEC
2MASXJ01250949+3405094,21.28954,34.08589, G      ,58941,0.196606,SPEC
SDSSJ012033.03+323924.4,20.1375,32.65663, UvS    ,239259,0.798082,SPEC
SDSSJ012132.07+322925.0,20.38367,32.4903, G      ,149064,0.497223,SPEC
SDSSJ011940.23+333333.1,19.91765,33.55921, G      ,130093,0.433942,SPEC
SDSSJ011927.66+332309.4,19.86528,33.38595, *      ,-7,-0.000022,SPEC
KUG0120+338,20.7575,34.13417, G      ,5125,0.017095,
SDSSJ012136.68+322844.6,20.40301,32.47911, UvS    ,-22,-0.000074,SPEC
SDSSJ011946.87+325351.8,19.94533,32.89772, QSO    ,683527,2.28,
SDSSJ012657.02+334927.3,21.73762,33.82425, G      ,149150,0.497511,SPEC
2MASXJ01222002+3224353,20.58342,32.40981, G      ,88947,0.296696,SPEC
2MASXJ01201261+3346571,20.05258,33.78261, G      ,25190,0.084025,SPEC
SDSSJ012627.91+335553.9,21.6163,33.93165, G      ,156600,0.522362,SPEC
SDSSJ012510.84+322519.8,21.2952,32.42217, G      ,172229,0.574495,SPEC
2MASSJ01274119+3257292,21.92171,32.95833, G      ,132878,0.443233,SPEC
2MASXJ01253080+3403455,21.37842,34.06261, G      ,79205,0.264199,SPEC
SDSSJ011959.99+324752.9,19.99997,32.79804, G      ,178329,0.594842,SPEC
SDSSJ012128.97+322912.1,20.37074,32.48671, QSO    ,1001611,3.341015,SPEC
SDSSJ011953.84+324951.4,19.97437,32.83095, G      ,154108,0.51405,SPEC
SDSSJ012228.18+322340.4,20.61713,32.39456, UvS    ,707474,2.35988,SPEC
SDSSJ012757.96+331538.8,21.99151,33.26078, G      ,181323,0.60483,SPEC
SDSSJ012641.68+335349.3,21.6737,33.89703, G      ,105939,0.353374,SPEC
SDSSJ012643.62+323735.2,21.68177,32.62646, G      ,174457,0.581926,SPEC
SDSSJ012744.85+333240.7,21.9369,33.54466, G      ,182076,0.607339,SPEC
WHLJ012744.9+333241,21.9369,33.54466, GClstr ,182094,0.6074,SPEC
SDSSJ012529.78+322632.9,21.37412,32.44249, G      ,172064,0.573943,SPEC
2MASSJ01193510+3258184,19.89654,32.97179, *      ,-56,-0.000188,SPEC
SDSSJ012134.19+322813.6,20.39248,32.47047, G      ,149048,0.497169,SPEC
WHLJ012134.2+322814,20.39248,32.47047, GClstr ,149057,0.4972,SPEC
SDSSJ012735.69+325317.3,21.89875,32.88814, G      ,146309,0.488033,SPEC
SDSSJ012005.73+324457.1,20.02388,32.74922, *      ,-51,-0.000171,SPEC
2MASSJ01202308+3240072,20.096,32.66874, UvS    ,-89,-0.000297,SPEC
SDSSJ011925.73+330405.9,19.85722,33.06833, *      ,-183,-0.00061,SPEC
2MASSJ01250661+3224073,21.2773,32.40209, *      ,-84,-0.00028,SPEC
SDSSJ012049.51+323422.8,20.20631,32.57302, G      ,96364,0.321434,SPEC
SDSSJ012111.45+323042.6,20.29771,32.51185, QSO    ,705006,2.351646,SPEC
SDSSJ012003.77+334613.8,20.01573,33.77052, *      ,-157,-0.000525,SPEC
SDSSJ012756.46+332606.1,21.98526,33.43504, *      ,-82,-0.000274,SPEC
SDSSJ012114.72+322955.6,20.31173,32.49931, UvS    ,-277,-0.000924,SPEC
SDSSJ012616.03+335924.6,21.56683,33.99018, G      ,165197,0.551037,SPEC
SDSSJ012657.40+335128.9,21.73918,33.85803, G      ,156400,0.521695,SPEC
SDSSJ011920.56+330746.7,19.83569,33.12965, G      ,192399,0.641775,SPEC
2MASSJ01223472+3408265,20.6447,34.14078, G      ,105853,0.353086,SPEC
2MASSJ01205708+3358287,20.23776,33.97472, G      ,62131,0.207248,SPEC
2MASSJ01214003+3226345,20.41684,32.44306, *      ,-33,-0.000109,SPEC
SDSSJ012011.00+334848.5,20.04585,33.81349, G      ,153690,0.512655,SPEC
WHLJ011919.1+330841,19.8297,33.14481, GClstr ,122945,0.4101,PHOT
SDSSJ012727.46+324802.7,21.86445,32.80077, G      ,193087,0.64407,SPEC
2MASSJ01191733+3311537,19.8222,33.19822, G      ,102627,0.342327,SPEC
SDSSJ012429.87+322120.8,21.1245,32.35579, G      ,173107,0.577424,SPEC
SDSSJ012758.78+330532.0,21.99493,33.09224, G      ,132538,0.442099,SPEC
SDSSJ012241.25+322141.9,20.6719,32.36165, G      ,174545,0.58222,SPEC
SDSSJ012751.58+333202.8,21.96492,33.53412, *      ,36,0.000119,SPEC
WHLJ012729.5+334246,21.87284,33.71289, GClstr ,104897,0.3499,SPEC
2MASXJ01272957+3342458,21.87325,33.71281, G      ,104902,0.349916,SPEC
SDSSJ011932.23+325618.2,19.88446,32.93829, UvS    ,-51,-0.00017,SPEC
2MASSJ01191570+3313280,19.81546,33.2245, G      ,89985,0.300159,SPEC
WHLJ011915.7+331328,19.81546,33.2245, GClstr ,89998,0.3002,SPEC
RMJ011915.7+331328.2,19.81546,33.2245, GClstr ,98375,0.328144,PHOT
2MASSJ01194279+3340058,19.92837,33.66829, *      ,-38,-0.000127,SPEC
2MASSJ01235597+3410394,20.98328,34.17747, G      ,89254,0.297718,SPEC
SDSSJ012228.35+340849.5,20.61813,34.1471, G      ,85090,0.283829,SPEC
SDSSJ012554.30+340321.8,21.47627,34.05607, QSO    ,619614,2.066809,SPEC
SDSSJ012125.53+322725.3,20.3564,32.45705, G      ,148502,0.49535,SPEC
2MASSJ01192791+3333311,19.86626,33.5586, UvS    ,-352,-0.001175,SPEC
2MASSJ01244981+3221399,21.20757,32.36089, UvS    ,-294,-0.00098,SPEC
SDSSJ011913.47+331630.9,19.80613,33.27526, G      ,154991,0.516993,SPEC
SDSSJ011914.95+330856.5,19.81229,33.14904, G      ,103212,0.344278,SPEC
SDSSJ012144.87+322503.6,20.43697,32.41767, G      ,149515,0.498727,SPEC
WHLJ012144.9+322504,20.43697,32.41767, GClstr ,149536,0.4988,SPEC
SDSSJ012228.46+322131.2,20.6186,32.35867, G      ,138160,0.460852,SPEC
SDSSJ012225.75+340909.4,20.60732,34.15262, G      ,169731,0.566161,SPEC
SDSSJ012715.40+324219.8,21.81418,32.70552, G      ,167645,0.559203,SPEC
SDSSJ012729.86+334420.9,21.87443,33.73917, *      ,16,0.000055,SPEC
SDSSJ012624.19+323107.1,21.6008,32.51866, G      ,149327,0.498102,SPEC
2MASSJ01221965+3221504,20.58191,32.36405, UvS    ,53,0.000176,SPEC
2MASSJ01223441+3220569,20.64335,32.34938, UvS    ,-15,-0.000049,SPEC
SDSSJ011940.04+334057.7,19.91686,33.68272, QSO    ,350508,1.169168,SPEC
SDSSJ011936.23+325158.1,19.90018,32.8661, UvS    ,-311,-0.001037,SPEC
SDSSJ012751.83+325557.7,21.96599,32.9327, G      ,133297,0.444631,SPEC
SDSSJ012447.76+340948.6,21.199,34.16351, G      ,157156,0.524217,SPEC
2MASSJ01271642+3348574,21.81844,33.81595, G      ,45565,0.151988,SPEC
SDSSJ012249.81+341039.6,20.70716,34.17752, VisS   ,340969,1.137351,SPEC
WHLJ012713.2+334952,21.80518,33.83125, GClstr ,45568,0.152,SPEC
SDSSJ012742.62+334004.1,21.92761,33.66783, G      ,182221,0.607824,SPEC
CGCG502-088,21.99292,32.99139, G      ,5110,0.017045,
SDSSJ012403.19+321909.0,21.01354,32.31945, UvS    ,-80,-0.000268,SPEC
SDSSJ012558.89+340352.5,21.49539,34.06459, G      ,195829,0.653216,SPEC
SDSSJ012048.08+335908.9,20.20032,33.9861, UvS    ,144492,0.481975,SPEC
SDSSJ012741.36+334107.0,21.92234,33.68529, QSO    ,280565,0.935865,SPEC
SDSSJ012610.29+340231.8,21.54288,34.04217, G      ,121856,0.406469,SPEC
SDSSJ012707.14+323906.3,21.77977,32.65176, G      ,173248,0.577892,SPEC
SDSSJ012339.61+321844.4,20.91463,32.31236, UvS    ,-337,-0.001125,SPEC
2MASSJ01253678+3224186,21.40312,32.40508, *      ,-52,-0.000173,SPEC
SDSSJ012431.09+321944.5,21.12958,32.32904, G      ,149977,0.500268,SPEC
NGC0468,19.95208,32.76778, G      ,5061,0.016882,
2MASSJ01194906+3245517,19.95449,32.76426, G      ,88022,0.29361,SPEC
SDSSJ012050.56+323110.5,20.21067,32.5196, G      ,110908,0.36995,SPEC
SDSSJ012024.68+335457.0,20.10303,33.91526, UvS    ,205402,0.685148,SPEC
2MASSJ01231505+3218482,20.81276,32.31345, UvS    ,-62,-0.000207,SPEC
2MASSJ01210465+3402084,20.26926,34.03488, UvS    ,75746,0.252661,SPEC
SDSSJ012757.65+325734.4,21.99021,32.95958, G      ,159782,0.532976,SPEC
WHLJ012757.7+325734,21.99022,32.95958, GClstr ,159759,0.5329,SPEC
RMJ012757.7+325734.5,21.99021,32.95958, GClstr ,164557,0.548902,PHOT
SDSSJ012729.65+324511.0,21.87358,32.75307, G      ,87952,0.293376,SPEC
SDSSJ011934.36+325105.1,19.8932,32.85144, QSO    ,938100,3.129166,SPEC
2MASSJ01274912+3338298,21.95497,33.64169, G      ,180898,0.60341,SPEC
SDSSJ011909.94+330803.4,19.79145,33.1343, G      ,199312,0.664833,SPEC
SDSSJ012033.25+323401.4,20.13857,32.56706, G      ,149619,0.499074,SPEC
SDSSJ012807.05+332651.7,22.02938,33.44771, QSO    ,919447,3.066943,SPEC
2MASSJ01273105+3345450,21.87957,33.76258, G      ,88150,0.294038,SPEC
SDSSJ012716.10+335016.3,21.81712,33.83788, QSO    ,754647,2.517232,SPEC
2MASSJ01200585+3240110,20.02443,32.66986, *      ,-11,-0.000037,SPEC
2MASXJ01231902+3412152,20.82917,34.20428, G      ,25132,0.08383,SPEC
SDSSJ012807.92+330449.8,22.03302,33.08051, G      ,168890,0.563355,SPEC
SDSSJ012040.84+335835.3,20.1702,33.97648, G      ,173976,0.580323,SPEC
SDSSJ012300.65+321852.4,20.75273,32.31457, G      ,173347,0.578224,SPEC
2MASSJ01232270+3218232,20.84467,32.30644, *      ,-216,-0.000721,SPEC
2MASSJ01210334+3228367,20.26397,32.47687, UvS    ,-145,-0.000484,SPEC
2MASSJ01220536+3221457,20.52249,32.3624, UvS    ,18,0.000061,SPEC
SDSSJ012301.18+321839.7,20.75494,32.31103, G      ,172202,0.574404,SPEC
SDSSJ011910.16+330507.7,19.79235,33.08548, G      ,147419,0.491737,SPEC
SDSSJ011925.78+333730.3,19.85746,33.6251, G      ,162510,0.542075,SPEC
SDSSJ012518.46+322132.3,21.32694,32.35899, G      ,149997,0.500336,SPEC
2MASSJ01251146+3220519,21.29772,32.34778, *      ,-44,-0.000147,SPEC
2MASSJ01242557+3218185,21.10657,32.30508, G      ,76905,0.256528,SPEC
WHLJ012425.6+321818,21.10657,32.30508, GClstr ,76897,0.2565,SPEC
SDSSJ011935.89+324812.4,19.8995,32.80359, UvS    ,-86,-0.000287,SPEC
SDSSJ012105.17+340329.9,20.27157,34.05832, G      ,146122,0.48741,SPEC
2MASSJ01201062+3237314,20.04427,32.62563, UvS    ,-77,-0.000258,SPEC
SDSSJ012810.11+330213.9,22.04216,33.03721, G      ,169825,0.566475,SPEC
2MASSJ01202045+3355568,20.08525,33.93241, *      ,-28,-0.000095,SPEC
UGC00841,19.79208,33.03056, G      ,5572,0.018586,
SDSSJ011938.18+324655.0,19.90978,32.78174, UvS    ,-140,-0.000467,SPEC
2MASSJ01280918+3330316,22.03825,33.5088, G      ,75738,0.252634,SPEC
SDSSJ012621.09+322752.7,21.58788,32.46464, *      ,6,0.000019,SPEC
2MASSJ01242778+3217546,21.11571,32.29845, *      ,-96,-0.000319,SPEC
SDSSJ011918.30+325513.0,19.82627,32.9203, *      ,56,0.000188,SPEC
SDSSJ011902.65+330740.8,19.76106,33.12803, *      ,-13,-0.000042,SPEC
2MASSJ01185959+3316129,19.74841,33.27024, G      ,87911,0.293241,SPEC
2MASSJ01235806+3216524,20.99227,32.28132, UvS    ,-5,-0.000018,SPEC
SDSSJ012818.20+332249.9,22.07584,33.38055, G      ,152339,0.508147,SPEC
SDSSJ012226.97+341159.2,20.61242,34.1998, *      ,-419,-0.001397,SPEC
2MASSJ01191606+3255325,19.81689,32.92581, UvS    ,1,0.000004,SPEC
SDSSJ012316.40+321646.5,20.81837,32.27959, G      ,174258,0.581262,SPEC
SDSSJ012305.65+341344.6,20.77358,34.22906, G      ,91555,0.305395,SPEC
SDSSJ011859.04+331905.7,19.74601,33.31827, *      ,-31,-0.000104,SPEC
2MASSJ01193608+3246126,19.90058,32.77022, UvS    ,-150,-0.000499,SPEC
2MASSJ01202311+3233105,20.09616,32.55305, UvS    ,88696,0.295858,SPEC
2MASSJ01220163+3219575,20.50671,32.33269, UvS    ,-49,-0.000163,SPEC
SDSSJ012807.34+325618.9,22.03059,32.93859, *      ,-133,-0.000444,SPEC
2MASSJ01211819+3406392,20.32582,34.11099, G      ,87848,0.29303,SPEC
SDSSJ012548.55+322240.2,21.45229,32.37786, G      ,149645,0.499161,SPEC
SDSSJ011919.07+333850.5,19.82949,33.64737, G      ,89728,0.299302,SPEC
SDSSJ012348.62+321606.7,20.9526,32.26857, QSO    ,716344,2.389466,
SDSSJ012430.55+341344.1,21.12733,34.22892, *      ,104,0.000346,SPEC
SDSSJ012819.35+330518.8,22.08066,33.08858, G      ,192902,0.643452,SPEC
SDSSJ011859.75+330604.8,19.74898,33.10135, *      ,-89,-0.000298,SPEC
SDSSJ012546.09+322212.9,21.44208,32.37026, G      ,149174,0.49759,SPEC
SDSSJ011902.43+332840.3,19.76014,33.47787, G      ,89318,0.297933,SPEC
CGCG521-028,21.75908,33.95544, G      ,4080,0.013609,
SDSSJ012550.95+322238.1,21.46225,32.37745, UvS    ,-76,-0.000254,SPEC
SDSSJ012134.24+340847.8,20.3927,34.14662, G      ,146319,0.488068,SPEC
SDSSJ012357.05+321558.3,20.98772,32.26622, G      ,172280,0.574664,SPEC
2MASSJ01185967+3304327,19.74878,33.07581, *      ,-19,-0.000065,SPEC
SDSSJ012622.42+340430.9,21.59342,34.07525, G      ,61426,0.204895,SPEC
SDSSJ012036.22+322946.8,20.15093,32.49634, *      ,-224,-0.000747,SPEC
SDSSJ012731.09+335039.0,21.87956,33.84419, G      ,190891,0.636744,SPEC
SDSSJ011854.64+332045.8,19.72768,33.34607, G      ,198371,0.661694,SPEC
